config,model,trades,net_profit,profit_factor,expectancy,win_rate,avg_win,avg_loss,max_dd,equity_dd,recovery,sharpe,deals,runtime_s,error
Y1_mtf_h1_on,1,,,,,,,,,,,,,96,no report - see terminal log tail above
